Trace1,Trace2,Judge,Time1,Time2,Time3
T2_samples4.csv,T8_samples2.csv,4,15927,978,16905
T2_samples4.csv,T4_samples1.csv,4,9558,879,10437
T2_samples4.csv,T9_samples4.csv,4,45196,1354,46550
T2_samples4.csv,T4_samples2.csv,4,12754,1039,13793
T2_samples4.csv,T9_samples1.csv,3,11657,2329,13986
T2_samples4.csv,T8_samples5.csv,4,10949,743,11692
T4_samples6.csv,T2_samples2.csv,3,18407,885,19292
T4_samples6.csv,T8_samples2.csv,5,14978,1044,16022
T4_samples6.csv,T1_samples5.csv,5,22879,1673,24552
T4_samples6.csv,T8_samples4.csv,4,8355,971,9326
T4_samples6.csv,T2_samples1.csv,2,16535,4467,21002
T4_samples6.csv,T8_samples1.csv,4,8720,989,9709
T4_samples6.csv,T8_samples7.csv,4,13877,882,14759
T4_samples6.csv,T9_samples3.csv,4,14462,890,15352
T4_samples6.csv,T8_samples3.csv,5,11457,946,12403
T4_samples6.csv,T8_samples5.csv,4,8394,972,9366
T4_samples6.csv,T9_samples1.csv,3,10508,831,11339
T9_samples4.csv,T4_samples7.csv,4,28011,805,28816
T9_samples4.csv,T2_samples2.csv,5,10797,892,11689
T9_samples4.csv,T1_samples4.csv,4,13842,1382,15224
T9_samples4.csv,T2_samples5.csv,3,24108,830,24938
T9_samples4.csv,T8_samples2.csv,5,25254,2266,27520
T9_samples4.csv,T4_samples3.csv,2,32916,825,33741
T9_samples4.csv,T4_samples1.csv,4,8607,5061,13668
T9_samples4.csv,T2_samples3.csv,2,7554,957,8511
T9_samples4.csv,T1_samples1.csv,4,14446,1251,15697
T9_samples4.csv,T2_samples1.csv,4,8146,955,9101
T9_samples4.csv,T1_samples3.csv,4,6600,941,7541
T9_samples4.csv,T2_samples4.csv,4,10536,796,11332
T9_samples4.csv,T8_samples1.csv,5,8634,776,9410
T9_samples4.csv,T4_samples2.csv,4,20077,834,20911
T9_samples4.csv,T8_samples5.csv,4,17265,898,18163
T8_samples1.csv,T4_samples7.csv,4,28544,821,29365
T8_samples1.csv,T2_samples2.csv,2,6988,2998,9986
T8_samples1.csv,T2_samples5.csv,3,14589,1394,15983
T8_samples1.csv,T9_samples2.csv,4,16132,1688,17820
T8_samples1.csv,T4_samples3.csv,3,24096,1106,25202
T8_samples1.csv,T2_samples3.csv,4,8021,1173,9194
T8_samples1.csv,T4_samples6.csv,4,9511,2009,11520
T8_samples1.csv,T9_samples4.csv,4,10010,1044,11054
T8_samples1.csv,T2_samples1.csv,3,14271,1073,15344
T8_samples1.csv,T1_samples3.csv,4,10231,984,11215
T8_samples1.csv,T9_samples3.csv,4,17996,937,18933
T8_samples1.csv,T4_samples2.csv,4,16473,1044,17517
T8_samples1.csv,T9_samples1.csv,3,8383,4817,13200
T8_samples7.csv,T2_samples2.csv,2,27391,944,28335
T8_samples7.csv,T4_samples3.csv,4,17070,962,18032
T8_samples7.csv,T4_samples1.csv,4,20950,1197,22147
T8_samples7.csv,T2_samples3.csv,2,8925,859,9784
T8_samples7.csv,T4_samples6.csv,5,12904,958,13862
T8_samples7.csv,T4_samples4.csv,4,11818,835,12653
T8_samples7.csv,T4_samples2.csv,4,15485,894,16379
T4_samples4.csv,T1_samples4.csv,4,23480,1012,24492
T4_samples4.csv,T8_samples7.csv,4,16624,800,17424
T2_samples1.csv,T9_samples2.csv,3,39154,1195,40349
T2_samples1.csv,T4_samples1.csv,4,17342,1529,18871
T2_samples1.csv,T9_samples4.csv,4,17887,850,18737
T2_samples1.csv,T4_samples6.csv,4,12179,821,13000
T2_samples1.csv,T1_samples3.csv,4,17648,2229,19877
T2_samples1.csv,T8_samples1.csv,5,11639,1081,12720
T2_samples1.csv,T9_samples3.csv,3,13229,824,14053
T2_samples1.csv,T4_samples2.csv,3,35273,1047,36320
T2_samples1.csv,T9_samples1.csv,3,8751,4555,13306
T4_samples3.csv,T8_samples6.csv,5,21838,1136,22974
T4_samples3.csv,T9_samples4.csv,4,14243,1047,15290
T4_samples3.csv,T8_samples1.csv,4,17232,1015,18247
T4_samples3.csv,T8_samples7.csv,4,24701,1627,26328
T4_samples3.csv,T8_samples5.csv,5,7499,907,8406
T8_samples5.csv,T4_samples7.csv,4,36081,921,37002
T8_samples5.csv,T1_samples5.csv,4,16899,976,17875
T8_samples5.csv,T4_samples3.csv,4,13430,990,14420
T8_samples5.csv,T4_samples1.csv,3,26911,1031,27942
T8_samples5.csv,T4_samples6.csv,5,11457,2361,13818
T8_samples5.csv,T9_samples4.csv,4,14783,1224,16007
T8_samples5.csv,T2_samples4.csv,3,23970,909,24879
T8_samples5.csv,T4_samples2.csv,3,16246,1819,18065
T8_samples5.csv,T9_samples1.csv,2,9523,900,10423
T8_samples3.csv,T4_samples7.csv,3,86429,6800,93229
T8_samples3.csv,T4_samples5.csv,4,41569,2266,43835
T8_samples3.csv,T4_samples6.csv,4,10974,127156,138130
T8_samples3.csv,T1_samples1.csv,4,32948,1925,34873
T1_samples5.csv,T2_samples5.csv,5,39945,2390,42335
T1_samples5.csv,T2_samples3.csv,5,2816,36767,39583
T1_samples5.csv,T4_samples6.csv,5,1432,30506,31938
T1_samples5.csv,T8_samples5.csv,3,2510,248697,251207
T4_samples2.csv,T2_samples2.csv,4,2916,37610,40526
T4_samples2.csv,T2_samples5.csv,3,1792,57975,59767
T4_samples2.csv,T8_samples2.csv,4,1423,42352,43775
T4_samples2.csv,T8_samples4.csv,5,1480,25824,27304
T4_samples2.csv,T9_samples4.csv,3,1726,39938,41664
T4_samples2.csv,T2_samples3.csv,2,1563,139741,141304
T4_samples2.csv,T2_samples1.csv,4,2308,32316,34624
T4_samples2.csv,T2_samples4.csv,2,1003,47342,48345
T4_samples2.csv,T8_samples1.csv,4,1604,54318,55922
T4_samples2.csv,T8_samples7.csv,5,984,31238,32222
T4_samples2.csv,T8_samples5.csv,5,1264,31352,32616
T2_samples2.csv,T4_samples7.csv,3,1606,40049,41655
T2_samples2.csv,T9_samples2.csv,4,1620,34834,36454
T2_samples2.csv,T8_samples6.csv,5,1481,39807,41288
T2_samples2.csv,T4_samples1.csv,4,1377,60327,61704
T2_samples2.csv,T4_samples6.csv,3,1388,45772,47160
T2_samples2.csv,T9_samples4.csv,4,977,50903,51880
T2_samples2.csv,T1_samples3.csv,5,1416,27224,28640
T2_samples2.csv,T8_samples1.csv,5,1194,71102,72296
T2_samples2.csv,T8_samples7.csv,5,1097,40104,41201
T2_samples2.csv,T9_samples3.csv,5,1129,32320,33449
T2_samples2.csv,T4_samples2.csv,3,750,44041,44791
T2_samples2.csv,T8_samples5.csv,4,841,35151,35992
T2_samples2.csv,T9_samples1.csv,5,931,28198,29129
T8_samples5.csv,T4_samples7.csv,4,1403,44796,46199
T8_samples5.csv,T2_samples2.csv,4,1636,53050,54686
T8_samples5.csv,T1_samples5.csv,2,1083,31092,32175
T8_samples5.csv,T4_samples3.csv,2,1924,73788,75712
T8_samples5.csv,T4_samples1.csv,3,1346,41413,42759
T8_samples5.csv,T4_samples6.csv,4,655,60413,61068
T8_samples5.csv,T9_samples4.csv,4,686,40297,40983
T8_samples5.csv,T2_samples4.csv,4,550,33639,34189
T8_samples5.csv,T4_samples2.csv,5,647,27402,28049
T8_samples5.csv,T9_samples1.csv,3,1099,37701,38800
T2_samples4.csv,T4_samples7.csv,4,43730,12990,56720
T2_samples4.csv,T9_samples2.csv,4,2102,29720,31822
T2_samples4.csv,T8_samples2.csv,3,1363,35414,36777
T2_samples4.csv,T4_samples1.csv,3,704,30536,31240
T2_samples4.csv,T9_samples4.csv,4,964,44213,45177
T2_samples4.csv,T4_samples2.csv,4,583,30402,30985
T2_samples4.csv,T9_samples1.csv,5,700,30155,30855
T2_samples4.csv,T8_samples5.csv,4,746,52015,52761
T8_samples4.csv,T4_samples7.csv,2,2091,34474,36565
T8_samples4.csv,T4_samples5.csv,3,840,51218,52058
T8_samples4.csv,T4_samples6.csv,3,1234,36500,37734
T8_samples4.csv,T1_samples1.csv,5,1384,29583,30967
T8_samples4.csv,T4_samples2.csv,5,744,34417,35161
T9_samples2.csv,T4_samples7.csv,5,2078,35263,37341
T9_samples2.csv,T2_samples2.csv,4,1066,41286,42352
T9_samples2.csv,T2_samples5.csv,5,2615,37232,39847
T9_samples2.csv,T2_samples3.csv,2,772,27933,28705
T9_samples2.csv,T1_samples1.csv,4,1614,36832,38446
T9_samples2.csv,T2_samples1.csv,4,683,24055,24738
T9_samples2.csv,T1_samples3.csv,2,815,29425,30240
T9_samples2.csv,T2_samples4.csv,5,591,24081,24672
T9_samples2.csv,T8_samples1.csv,3,702,29306,30008
T8_samples1.csv,T4_samples7.csv,4,1289,54983,56272
T8_samples1.csv,T2_samples2.csv,5,1647,41983,43630
T8_samples1.csv,T2_samples5.csv,3,1800,31897,33697
T8_samples1.csv,T9_samples2.csv,4,919,38838,39757
T8_samples1.csv,T4_samples3.csv,3,914,64501,65415
T8_samples1.csv,T2_samples3.csv,2,747,24733,25480
T8_samples1.csv,T4_samples6.csv,4,934,55261,56195
T8_samples1.csv,T9_samples4.csv,5,768,21062,21830
T8_samples1.csv,T2_samples1.csv,5,777,33496,34273
T8_samples1.csv,T1_samples3.csv,4,1154,34062,35216
T8_samples1.csv,T9_samples3.csv,5,938,23486,24424
T8_samples1.csv,T4_samples2.csv,4,794,33448,34242
T8_samples1.csv,T9_samples1.csv,3,733,30850,31583
T4_samples4.csv,T1_samples4.csv,4,1797,37465,39262
T4_samples4.csv,T8_samples7.csv,4,1535,30898,32433
T1_samples5.csv,T2_samples5.csv,5,1614,22352,23966
T1_samples5.csv,T2_samples3.csv,4,1094,29593,30687
T1_samples5.csv,T4_samples6.csv,5,1008,31071,32079
T1_samples5.csv,T8_samples5.csv,4,2413,33196,35609
T4_samples5.csv,T8_samples2.csv,4,1332,40472,41804
T4_samples5.csv,T8_samples4.csv,2,844,38296,39140
T4_samples5.csv,T8_samples3.csv,4,1037,65440,66477
T4_samples5.csv,T8_samples2.csv,5,2004,40275,42279
T4_samples5.csv,T8_samples4.csv,3,3121,45590,48711
T4_samples5.csv,T8_samples3.csv,3,810,49357,50167
T4_samples2.csv,T2_samples2.csv,2,886,66973,67859
T4_samples2.csv,T2_samples5.csv,4,962,30389,31351
T4_samples2.csv,T8_samples2.csv,5,892,37847,38739
T4_samples2.csv,T8_samples4.csv,5,1021,36830,37851
T4_samples2.csv,T9_samples4.csv,4,751,35348,36099
T4_samples2.csv,T2_samples3.csv,2,599,28414,29013
T4_samples2.csv,T2_samples1.csv,4,707,33199,33906
T4_samples2.csv,T2_samples4.csv,4,718,22754,23472
T4_samples2.csv,T8_samples1.csv,4,546,34318,34864
T4_samples2.csv,T8_samples7.csv,4,1049,27007,28056
T4_samples2.csv,T8_samples5.csv,4,656,27849,28505
T4_samples1.csv,T2_samples2.csv,3,1835,32858,34693
T4_samples1.csv,T9_samples4.csv,3,9814,31175,40989
T4_samples1.csv,T2_samples1.csv,3,1291,47188,48479
T4_samples1.csv,T2_samples4.csv,4,727,36930,37657
T4_samples1.csv,T8_samples7.csv,4,1275,29749,31024
T4_samples1.csv,T9_samples1.csv,4,767,36547,37314
T4_samples1.csv,T8_samples5.csv,3,1179,50923,52102
T1_samples5.csv,T2_samples5.csv,5,2792,30749,33541
T1_samples5.csv,T2_samples3.csv,4,903,24441,25344
T1_samples5.csv,T4_samples6.csv,5,725,24348,25073
T1_samples5.csv,T8_samples5.csv,4,1367,39657,41024
T2_samples2.csv,T4_samples7.csv,4,1425,39062,40487
T2_samples2.csv,T9_samples2.csv,5,848,34503,35351
T2_samples2.csv,T8_samples6.csv,3,2265,35311,37576
T2_samples2.csv,T4_samples1.csv,4,1668,44541,46209
T2_samples2.csv,T4_samples6.csv,5,1629,33099,34728
T2_samples2.csv,T9_samples4.csv,5,1252,29108,30360
T2_samples2.csv,T1_samples3.csv,4,1291,27605,28896
T2_samples2.csv,T8_samples1.csv,5,1063,30657,31720
T2_samples2.csv,T8_samples7.csv,4,942,31242,32184
T2_samples2.csv,T9_samples3.csv,5,1307,21917,23224
T2_samples2.csv,T4_samples2.csv,5,1616,27152,28768
T2_samples2.csv,T8_samples5.csv,4,4831,47233,52064
T2_samples2.csv,T9_samples1.csv,5,1137,28559,29696
T8_samples3.csv,T4_samples7.csv,4,991,104807,105798
T8_samples3.csv,T4_samples5.csv,3,1158,38542,39700
T8_samples3.csv,T4_samples6.csv,4,949,41568,42517
T8_samples3.csv,T1_samples1.csv,4,717,35754,36471
T8_samples1.csv,T4_samples7.csv,4,2724,51714,54438
T8_samples1.csv,T2_samples2.csv,5,1486,30825,32311
T8_samples1.csv,T2_samples5.csv,4,1707,37085,38792
T8_samples1.csv,T9_samples2.csv,5,734,38201,38935
T8_samples1.csv,T4_samples3.csv,2,1267,30925,32192
T8_samples1.csv,T2_samples3.csv,3,807,28898,29705
T8_samples1.csv,T4_samples6.csv,2,570,23678,24248
T8_samples1.csv,T9_samples4.csv,5,601,19999,20600
T8_samples1.csv,T2_samples1.csv,4,736,25503,26239
T8_samples1.csv,T1_samples3.csv,2,729,21975,22704
T8_samples1.csv,T9_samples3.csv,4,742,32154,32896
T8_samples1.csv,T4_samples2.csv,5,744,38704,39448
T2_samples3.csv,T4_samples7.csv,5,4927,49498,54425
T2_samples3.csv,T1_samples4.csv,4,1738,29149,30887
T2_samples3.csv,T9_samples2.csv,5,1216,25720,26936
T2_samples3.csv,T1_samples5.csv,4,745,35928,36673
T2_samples3.csv,T9_samples4.csv,5,1441,31249,32690
T2_samples3.csv,T1_samples3.csv,5,2136,31399,33535
T2_samples3.csv,T8_samples1.csv,4,799,31783,32582
T2_samples3.csv,T8_samples7.csv,5,1003,25462,26465
T2_samples3.csv,T9_samples3.csv,5,904,30337,31241
T2_samples3.csv,T4_samples2.csv,4,681,24654,25335
T2_samples3.csv,T9_samples1.csv,4,1511,23505,25016
T4_samples2.csv,T2_samples2.csv,3,1081,44102,45183
T4_samples2.csv,T2_samples5.csv,3,1197,44144,45341
T4_samples2.csv,T8_samples2.csv,4,374,27364,27738
T4_samples2.csv,T8_samples4.csv,4,1402,32045,33447
T4_samples2.csv,T9_samples4.csv,4,1623,31737,33360
T4_samples2.csv,T2_samples3.csv,4,1963,28005,29968
T4_samples2.csv,T2_samples1.csv,4,1326,32027,33353
T4_samples2.csv,T2_samples4.csv,4,1090,28734,29824
T4_samples2.csv,T8_samples1.csv,5,750,28649,29399
T4_samples2.csv,T8_samples7.csv,5,1049,20872,21921
T4_samples2.csv,T8_samples5.csv,4,715,21046,21761
T2_samples1.csv,T9_samples2.csv,5,1299,33195,34494
T2_samples1.csv,T4_samples1.csv,4,1151,43642,44793
T2_samples1.csv,T9_samples4.csv,5,1658,21117,22775
T2_samples1.csv,T4_samples6.csv,4,966,29263,30229
T2_samples1.csv,T1_samples3.csv,3,597,30362,30959
T2_samples1.csv,T8_samples1.csv,4,915,27429,28344
T2_samples1.csv,T9_samples3.csv,5,1754,22787,24541
T2_samples1.csv,T4_samples2.csv,5,768,28459,29227
T2_samples1.csv,T9_samples1.csv,5,1073,24711,25784
T8_samples4.csv,T4_samples7.csv,5,721,556854,557575
T8_samples4.csv,T4_samples5.csv,4,2329,38283,40612
T8_samples4.csv,T4_samples6.csv,3,1034,37030,38064
T8_samples4.csv,T1_samples1.csv,4,685,21740,22425
T8_samples4.csv,T4_samples2.csv,5,962,23806,24768
T2_samples2.csv,T4_samples7.csv,3,85766,49744,135510
T2_samples2.csv,T9_samples2.csv,4,1384,35551,36935
T2_samples2.csv,T8_samples6.csv,4,32197,35223,67420
T2_samples2.csv,T4_samples1.csv,5,912,31085,31997
T2_samples2.csv,T4_samples6.csv,5,915,28802,29717
T2_samples2.csv,T9_samples4.csv,4,915,33622,34537
T2_samples2.csv,T1_samples3.csv,4,1059,24399,25458
T2_samples2.csv,T8_samples1.csv,5,821,22073,22894
T2_samples2.csv,T8_samples7.csv,4,794,23454,24248
T2_samples2.csv,T9_samples3.csv,5,827,18846,19673
T2_samples2.csv,T4_samples2.csv,4,787,33900,34687
T2_samples2.csv,T8_samples5.csv,4,984,30975,31959
T2_samples2.csv,T9_samples1.csv,4,692,25270,25962
T8_samples6.csv,T4_samples7.csv,4,1407,61297,62704
T8_samples6.csv,T2_samples2.csv,5,1161,32318,33479
T8_samples6.csv,T4_samples3.csv,4,1682,31790,33472
T8_samples6.csv,T4_samples1.csv,5,943,24515,25458
T8_samples6.csv,T9_samples1.csv,5,685,23241,23926
T1_samples3.csv,T2_samples2.csv,4,806,281576,282382
T1_samples3.csv,T9_samples2.csv,3,851,21114,21965
T1_samples3.csv,T9_samples4.csv,3,1037,27949,28986
T1_samples3.csv,T2_samples3.csv,4,1007,20625,21632
T1_samples3.csv,T2_samples1.csv,4,1175,22729,23904
T1_samples3.csv,T8_samples1.csv,4,871,18279,19150
T2_samples4.csv,T4_samples7.csv,5,639,404505,405144
T2_samples4.csv,T9_samples2.csv,5,910,22056,22966
T2_samples4.csv,T8_samples2.csv,3,876,48395,49271
T2_samples4.csv,T4_samples1.csv,5,923,28549,29472
T2_samples4.csv,T9_samples4.csv,5,1448,37888,39336
T2_samples4.csv,T4_samples2.csv,4,915,19950,20865
T2_samples4.csv,T9_samples1.csv,4,967,19497,20464
T2_samples4.csv,T8_samples5.csv,3,752,27471,28223
T9_samples2.csv,T4_samples7.csv,4,792,1009746,1010538
T9_samples2.csv,T2_samples2.csv,4,1012,33285,34297
T9_samples2.csv,T2_samples5.csv,5,996,17685,18681
T9_samples2.csv,T2_samples3.csv,5,22612,5476,28088
T9_samples2.csv,T1_samples1.csv,4,1558,34586,36144
T9_samples2.csv,T2_samples1.csv,4,901,26739,27640
T9_samples2.csv,T1_samples3.csv,3,892,23332,24224
T9_samples2.csv,T2_samples4.csv,4,952,36263,37215
T9_samples2.csv,T8_samples1.csv,5,872,25513,26385
T4_samples2.csv,T2_samples2.csv,4,710,1070235,1070945
T4_samples2.csv,T2_samples5.csv,5,1197,39115,40312
T4_samples2.csv,T8_samples2.csv,4,2084,41617,43701
T4_samples2.csv,T8_samples4.csv,5,815,29782,30597
T4_samples2.csv,T9_samples4.csv,5,904,20150,21054
T4_samples2.csv,T2_samples3.csv,4,834,21845,22679
T4_samples2.csv,T2_samples1.csv,5,1686,23938,25624
T4_samples2.csv,T2_samples4.csv,4,712,31192,31904
T4_samples2.csv,T8_samples1.csv,5,741,21532,22273
T4_samples2.csv,T8_samples7.csv,4,783,25009,25792
T4_samples2.csv,T8_samples5.csv,5,760,20784,21544
T1_samples1.csv,T4_samples7.csv,5,849,1672429,1673278
T1_samples1.csv,T9_samples2.csv,4,1062,28489,29551
T1_samples1.csv,T8_samples4.csv,5,740,30372,31112
T1_samples1.csv,T9_samples4.csv,5,728,18784,19512
T1_samples1.csv,T8_samples3.csv,4,934,30156,31090
T4_samples3.csv,T8_samples6.csv,4,2133,39438,41571
T4_samples3.csv,T9_samples4.csv,4,912,49682,50594
T4_samples3.csv,T8_samples1.csv,3,661,35578,36239
T4_samples3.csv,T8_samples7.csv,3,880,34824,35704
T4_samples3.csv,T8_samples5.csv,4,1642,30661,32303
T4_samples6.csv,T2_samples2.csv,2,246127,71496,317623
T4_samples6.csv,T8_samples2.csv,3,977,40110,41087
T4_samples6.csv,T1_samples5.csv,3,741,24267,25008
T4_samples6.csv,T8_samples4.csv,4,949,26489,27438
T4_samples6.csv,T2_samples1.csv,3,895,27658,28553
T4_samples6.csv,T8_samples1.csv,4,908,21373,22281
T4_samples6.csv,T8_samples7.csv,4,696,26873,27569
T4_samples6.csv,T9_samples3.csv,4,930,21294,22224
T4_samples6.csv,T8_samples3.csv,4,736,24905,25641
T4_samples6.csv,T8_samples5.csv,3,777,39278,40055
T4_samples6.csv,T9_samples1.csv,4,791,26472,27263
T8_samples6.csv,T4_samples7.csv,4,1446,31927,33373
T8_samples6.csv,T2_samples2.csv,5,903,23552,24455
T8_samples6.csv,T4_samples3.csv,5,900,32437,33337
T8_samples6.csv,T4_samples1.csv,5,2431,24959,27390
T8_samples6.csv,T9_samples1.csv,5,741,29260,30001
T9_samples3.csv,T4_samples7.csv,2,1198,252310,253508
T9_samples3.csv,T2_samples2.csv,5,1386,26696,28082
T9_samples3.csv,T2_samples5.csv,4,887,40992,41879
T9_samples3.csv,T2_samples3.csv,4,905,33520,34425
T9_samples3.csv,T4_samples6.csv,4,882,25198,26080
T9_samples3.csv,T2_samples1.csv,5,883,24981,25864
T9_samples3.csv,T8_samples1.csv,5,1188,27500,28688
T2_samples3.csv,T4_samples7.csv,3,500575,48329,548904
T2_samples3.csv,T1_samples4.csv,4,732,26737,27469
T2_samples3.csv,T9_samples2.csv,3,1013,29932,30945
T2_samples3.csv,T1_samples5.csv,4,1086,25411,26497
T2_samples3.csv,T9_samples4.csv,3,821,24250,25071
T2_samples3.csv,T1_samples3.csv,4,852,22981,23833
T2_samples3.csv,T8_samples1.csv,3,784,26904,27688
T2_samples3.csv,T8_samples7.csv,3,697,30847,31544
T2_samples3.csv,T9_samples3.csv,4,886,32738,33624
T2_samples3.csv,T4_samples2.csv,3,895,23001,23896
T2_samples3.csv,T9_samples1.csv,4,917,23322,24239
T4_samples3.csv,T8_samples6.csv,5,783,1024609,1025392
T4_samples3.csv,T9_samples4.csv,4,775,28762,29537
T4_samples3.csv,T8_samples1.csv,4,905,28039,28944
T4_samples3.csv,T8_samples7.csv,4,744,34936,35680
T4_samples3.csv,T8_samples5.csv,4,697,24999,25696
T1_samples1.csv,T4_samples7.csv,5,1457,397840,399297
T1_samples1.csv,T9_samples2.csv,4,952,31582,32534
T1_samples1.csv,T8_samples4.csv,4,851,38436,39287
T1_samples1.csv,T9_samples4.csv,4,898,32631,33529
T1_samples1.csv,T8_samples3.csv,5,1599,20035,21634
T4_samples5.csv,T8_samples2.csv,5,465634,51984,517618
T4_samples5.csv,T8_samples4.csv,5,2027,28884,30911
T4_samples5.csv,T8_samples3.csv,5,2549,79237,81786
T2_samples4.csv,T4_samples7.csv,4,4983,20591,25574
T2_samples4.csv,T9_samples2.csv,5,1244,29202,30446
T2_samples4.csv,T8_samples2.csv,3,964,31260,32224
T2_samples4.csv,T4_samples1.csv,5,1158,30370,31528
T2_samples4.csv,T9_samples4.csv,5,947,29317,30264
T2_samples4.csv,T4_samples2.csv,4,3183,22898,26081
T2_samples4.csv,T9_samples1.csv,5,867,198775,199642
T2_samples4.csv,T8_samples5.csv,4,21858,417862,439720
T2_samples5.csv,T4_samples7.csv,4,208544,48369,256913
T2_samples5.csv,T9_samples2.csv,5,989,81325,82314
T2_samples5.csv,T8_samples2.csv,3,2011,31822,33833
T2_samples5.csv,T1_samples5.csv,3,822,20658,21480
T2_samples5.csv,T9_samples4.csv,5,811,33069,33880
T2_samples5.csv,T8_samples1.csv,4,880,30383,31263
T2_samples5.csv,T9_samples3.csv,3,935,20594,21529
T2_samples5.csv,T4_samples2.csv,5,771,24598,25369
T2_samples5.csv,T9_samples1.csv,4,886,33058,33944
T9_samples4.csv,T4_samples7.csv,4,565506,41207,606713
T9_samples4.csv,T2_samples2.csv,4,832,29856,30688
T9_samples4.csv,T1_samples4.csv,3,37575,1889,39464
T9_samples4.csv,T2_samples5.csv,5,1345,22607,23952
T9_samples4.csv,T8_samples2.csv,4,1093,50348,51441
T9_samples4.csv,T4_samples3.csv,3,786,34799,35585
T9_samples4.csv,T4_samples1.csv,5,752,32446,33198
T9_samples4.csv,T2_samples3.csv,3,767,22298,23065
T9_samples4.csv,T1_samples1.csv,4,638,17849,18487
T9_samples4.csv,T2_samples1.csv,4,786,32429,33215
T9_samples4.csv,T1_samples3.csv,3,984,22480,23464
T9_samples4.csv,T2_samples4.csv,5,752,19400,20152
T9_samples4.csv,T8_samples1.csv,4,770,28276,29046
T9_samples4.csv,T4_samples2.csv,5,944,30337,31281
T9_samples4.csv,T8_samples5.csv,5,809,29744,30553
T9_samples1.csv,T4_samples7.csv,4,1959160,37490,1996650
T9_samples1.csv,T2_samples2.csv,4,675,32181,32856
T9_samples1.csv,T2_samples5.csv,5,1069,37649,38718
T9_samples1.csv,T8_samples2.csv,4,2210,37263,39473
T9_samples1.csv,T8_samples6.csv,4,863,23713,24576
T9_samples1.csv,T4_samples1.csv,5,1002,30158,31160
T9_samples1.csv,T4_samples6.csv,4,694,24355,25049
T9_samples1.csv,T2_samples3.csv,4,775,16815,17590
T9_samples1.csv,T2_samples1.csv,4,802,23824,24626
T9_samples1.csv,T2_samples4.csv,3,795,15564,16359
T9_samples1.csv,T8_samples1.csv,3,800,894855,895655
T9_samples1.csv,T8_samples5.csv,3,754,29468,30222
T4_samples7.csv,T2_samples2.csv,3,220478,55712,276190
T4_samples7.csv,T9_samples2.csv,4,952,52405,53357
T4_samples7.csv,T2_samples5.csv,3,708,22950,23658
T4_samples7.csv,T8_samples2.csv,4,716,29780,30496
T4_samples7.csv,T8_samples6.csv,4,905,22285,23190
T4_samples7.csv,T8_samples4.csv,5,781,19381,20162
T4_samples7.csv,T2_samples3.csv,4,887,16589,17476
T4_samples7.csv,T9_samples4.csv,5,759,25820,26579
T4_samples7.csv,T1_samples1.csv,4,966,25898,26864
T4_samples7.csv,T2_samples4.csv,4,800,18763,19563
T4_samples7.csv,T8_samples1.csv,4,755,39634,40389
T4_samples7.csv,T9_samples3.csv,4,918,28435,29353
T4_samples7.csv,T8_samples3.csv,5,881,25167,26048
T4_samples7.csv,T8_samples5.csv,4,932,25572,26504
T4_samples7.csv,T9_samples1.csv,3,962,21109,22071
T8_samples2.csv,T4_samples7.csv,5,452375,66882,519257
T8_samples2.csv,T2_samples5.csv,4,877,42096,42973
T8_samples2.csv,T4_samples5.csv,3,971,175120,176091
T8_samples2.csv,T4_samples6.csv,5,863,29945,30808
T8_samples2.csv,T9_samples4.csv,4,823,37985,38808
T8_samples2.csv,T2_samples4.csv,4,817,25314,26131
T8_samples2.csv,T4_samples2.csv,4,869,26919,27788
T8_samples2.csv,T9_samples1.csv,4,914,40751,41665
T8_samples7.csv,T2_samples2.csv,3,321529,54222,375751
T8_samples7.csv,T4_samples3.csv,5,1938,22183,24121
T8_samples7.csv,T4_samples1.csv,4,916,24718,25634
T8_samples7.csv,T2_samples3.csv,4,1941,26081,28022
T8_samples7.csv,T4_samples6.csv,5,962,26614,27576
T8_samples7.csv,T4_samples4.csv,4,784,23793,24577
T8_samples7.csv,T4_samples2.csv,4,892,31948,32840
T4_samples7.csv,T2_samples2.csv,3,303904,50338,354242
T4_samples7.csv,T9_samples2.csv,5,989,29001,29990
T4_samples7.csv,T2_samples5.csv,3,1698,57350,59048
T4_samples7.csv,T8_samples2.csv,4,916,48051,48967
T4_samples7.csv,T8_samples6.csv,4,899,42222,43121
T4_samples7.csv,T8_samples4.csv,4,845,27421,28266
T4_samples7.csv,T2_samples3.csv,4,876,25138,26014
T4_samples7.csv,T9_samples4.csv,5,799,20200,20999
T4_samples7.csv,T1_samples1.csv,5,1016,21104,22120
T4_samples7.csv,T2_samples4.csv,4,831,29209,30040
T4_samples7.csv,T8_samples1.csv,5,773,27068,27841
T4_samples7.csv,T9_samples3.csv,4,862,20713,21575
T4_samples7.csv,T8_samples3.csv,4,941,28515,29456
T4_samples7.csv,T8_samples5.csv,5,1467,28132,29599
T4_samples7.csv,T9_samples1.csv,3,819,22541,23360
T2_samples2.csv,T4_samples7.csv,3,1677,69463,71140
T8_samples6.csv,T4_samples7.csv,4,366507,103223,469730
T8_samples6.csv,T2_samples2.csv,3,1081,34446,35527
T8_samples6.csv,T4_samples3.csv,3,1120,38174,39294
T8_samples6.csv,T4_samples1.csv,2,925,23596,24521
T8_samples6.csv,T9_samples1.csv,4,903,39313,40216
T9_samples3.csv,T4_samples7.csv,3,1816,56550,58366
