7,31,FILTER,FIREWALL,DSTPORT <> '6667' AND DSTPORT <> '80',0
8,32,FILTER,FIREWALL,DSTPORT <> '6667' AND DSTPORT <> '80' AND SRCPORT <> '80',0
9,33,FILTER,FIREWALL,DSTPORT <> '6667' AND DSTPORT <> '80' AND SRCPORT <> '80' AND SRCPORT <> '6667',0
10,34,FILTER,FIREWALL,SRCPORT <> '80' AND SRCPORT <> '6667' AND SRCPORT <> '(empty)' AND DSTPORT = 21,0
11,35,FILTER,FIREWALL,SRCPORT <> '80' AND SRCPORT <> '6667' AND SRCPORT <> '(empty)' AND DSTPORT = '21' AND SRCIP >= '172.23.235.0' AND SRCIP < '172.24.0.0' AND DSTIP >= '10.32.5.50' AND DSTIP < '10.33.0.0',1
12,41,FILTER,FIREWALL,DSTPORT <> '6667' AND DSTPORT <> '80' AND SRCPORT <> '80' AND SRCPORT <> '6667' AND SRCPORT <> '(empty)' AND DSTPORT <> '21',0
13,42,FILTER,FIREWALL,SRCPORT <> '80' AND SRCPORT <> '6667' AND SRCPORT <> '(empty)' AND AND DSTPORT = '22',0
14,43,FILTER,FIREWALL,SRCPORT <> '80' AND SRCPORT <> '6667' AND SRCPORT <> '(empty)' AND AND DSTPORT = '22' AND SRCIP >= '172.23.0.0' AND SRCIP < '172.24.0.0' AND DSTIP >= '10.32.5.50' AND DSTIP < '10.33.0.0',1
